row_id,icd9_code,short_title,long_title
936,20227,Sezary's disease spleen,"Sezary's disease, spleen"
937,20228,Sezary's disease mult,"Sezary's disease, lymph nodes of multiple sites"
938,20230,Mlg hist unsp xtrndl org,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"
939,20231,Mal histiocytosis head,"Malignant histiocytosis, lymph nodes of head, face, and neck"
940,20232,Mal histiocytosis thorax,"Malignant histiocytosis, intrathoracic lymph nodes"
941,20233,Mal histiocytosis abdom,"Malignant histiocytosis, intra-abdominal lymph nodes"
942,20234,Mal histiocytosis axilla,"Malignant histiocytosis, lymph nodes of axilla and upper limb"
943,20235,Mal histiocytosis inguin,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb"
944,20236,Mal histiocytosis pelvic,"Malignant histiocytosis, intrapelvic lymph nodes"
945,20237,Mal histiocytosis spleen,"Malignant histiocytosis, spleen"
946,20238,Mal histiocytosis mult,"Malignant histiocytosis, lymph nodes of multiple sites"
947,20240,Lk rtctl unsp xtrndl org,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
948,20241,Hairy-cell leukem head,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck"
949,20242,Hairy-cell leukem thorax,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes"
950,20243,Hairy-cell leukem abdom,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
951,20244,Hairy-cell leukem axilla,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm"
952,20245,Hairy-cell leukem inguin,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb"
953,20246,Hairy-cell leukem pelvic,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes"
954,20247,Hairy-cell leukem spleen,"Leukemic reticuloendotheliosis, spleen"
955,20248,Hairy-cell leukem mult,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites"
956,20250,Ltr-siwe unsp xtrndl org,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites"
957,0552,Postmeasles otitis media,Postmeasles otitis media
958,05571,Measles keratitis,Measles keratoconjunctivitis
959,05579,Measles complication NEC,Measles with other specified complications
960,0558,Measles complication NOS,Measles with unspecified complication
961,0559,Measles uncomplicated,Measles without mention of complication
962,05600,Rubella nerve compl NOS,Rubella with unspecified neurological complication
963,05601,Rubella encephalitis,Encephalomyelitis due to rubella
964,05609,Rubella nerve compl NEC,Rubella with other neurological complications
965,05671,Arthritis due to rubella,Arthritis due to rubella
966,05679,Rubella complication NEC,Rubella with other specified complications
967,0568,Rubella complication NOS,Rubella with unspecified complications
968,0569,Rubella uncomplicated,Rubella without mention of complication
969,0570,Erythema infectiosum,Erythema infectiosum (fifth disease)
970,0578,Viral exanthemata NEC,Other specified viral exanthemata
971,0579,Viral exanthemata NOS,"Viral exanthem, unspecified"
972,05810,Roseola infantum NOS,"Roseola infantum, unspecified"
973,05811,Roseola infant d/t HHV-6,Roseola infantum due to human herpesvirus 6
974,05812,Roseola infant d/t HHV-7,Roseola infantum due to human herpesvirus 7
975,05821,Human herpesvir 6 enceph,Human herpesvirus 6 encephalitis
976,05829,Human herpesvr encph NEC,Other human herpesvirus encephalitis
977,05881,Human herpesvirus 6 infc,Human herpesvirus 6 infection
978,05882,Human herpesvirus 7 infc,Human herpesvirus 7 infection
979,05889,Human herpesvirs inf NEC,Other human herpesvirus infection
980,05900,Orthopoxvirus infect NOS,"Orthopoxvirus infection, unspecified"
981,05901,Monkeypox,Monkeypox
982,05909,Orthopoxvirus infect NEC,Other orthopoxvirus infections
983,05910,Parapoxvirus infectn NOS,"Parapoxvirus infection, unspecified"
984,05911,Bovine stomatitis,Bovine stomatitis
985,05912,Sealpox,Sealpox
986,05919,Parapoxvirus infectn NEC,Other parapoxvirus infections
987,05920,Yatapoxvirus infectn NOS,"Yatapoxvirus infection, unspecified"
988,05921,Tanapox,Tanapox
989,05922,Yaba monkey tumor virus,Yaba monkey tumor virus
990,0598,Poxvirus infections NEC,Other poxvirus infections
991,0599,Poxvirus infection NOS,"Poxvirus infections, unspecified"
992,0600,Sylvatic yellow fever,Sylvatic yellow fever
993,0601,Urban yellow fever,Urban yellow fever
994,0609,Yellow fever NOS,"Yellow fever, unspecified"
995,061,Dengue,Dengue
996,0620,Japanese encephalitis,Japanese encephalitis
997,0621,West equine encephalitis,Western equine encephalitis
998,0622,East equine encephalitis,Eastern equine encephalitis
999,0623,St Louis encephalitis,St. Louis encephalitis
